,timestamp,buyer,seller,symbol,currency,price,quantity
109,18500,Ruby,Valentina,AMETHYSTS,SEASHELLS,10005,1
110,18600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4998,1
111,19200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4998,1
112,19400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4997,1
113,19500,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
114,19600,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,1
115,19900,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
116,20200,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,1
117,20300,Remy,Valentina,STARFRUIT,SEASHELLS,5002,1
118,20600,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
119,20600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
120,20600,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9998,8
121,20600,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9997,1
122,20900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
123,20900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
124,20900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
125,21300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
126,21300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
127,21400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
128,21800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,5000,1
129,22300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4999,1
130,22600,SUBMISSION,,STARFRUIT,SEASHELLS,4998,2
131,22700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
132,22700,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,1
133,22800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
134,22900,SUBMISSION,,STARFRUIT,SEASHELLS,4998,2
135,22900,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4998,2
136,23000,Adam,Rhianna,AMETHYSTS,SEASHELLS,9998,4
137,23100,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
138,23100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
139,23300,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,2
140,23900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,3
141,23900,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,3
142,23900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,4
143,23900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9997,4
144,24000,Rhianna,Vladimir,STARFRUIT,SEASHELLS,5001,3
145,24200,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4998,5
146,24300,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
147,24300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
148,24500,Remy,Valentina,STARFRUIT,SEASHELLS,5002,1
149,24600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,2
150,24600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
151,24600,Vinnie,Ruby,AMETHYSTS,SEASHELLS,9996,1
152,24700,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,5000,6
153,25100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
154,25100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
155,25100,Remy,Valentina,STARFRUIT,SEASHELLS,5001,1
156,25400,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4997,6
157,25400,Valentina,Ruby,STARFRUIT,SEASHELLS,4995,1
158,25600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
159,25600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4998,2
160,25700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
161,25700,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
162,25700,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,4
163,25700,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,4
164,26300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4996,1
165,26400,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10001,9
166,26400,SUBMISSION,,STARFRUIT,SEASHELLS,4994,1
167,26400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
168,26700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4997,1
169,27000,SUBMISSION,,STARFRUIT,SEASHELLS,4993,4
170,27000,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4993,4
171,27000,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
172,27200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
173,27300,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4995,6
174,27300,Ruby,Valentina,STARFRUIT,SEASHELLS,4998,5
175,27700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
176,27700,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,3
177,27700,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,1
178,27900,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,4
179,28000,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
180,28000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
181,28300,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,2
182,28300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
183,28300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
184,28600,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
185,28800,,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
186,29400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
187,29400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4995,2
188,29500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,2
189,29500,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,3
190,29500,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,2
191,29900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4993,1
192,30300,Remy,Valentina,STARFRUIT,SEASHELLS,4996,1
193,30400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
194,30400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,6
195,30400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
196,30900,SUBMISSION,,STARFRUIT,SEASHELLS,4992,1
197,30900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
198,31000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
199,31000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
200,31000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
201,31200,SUBMISSION,,STARFRUIT,SEASHELLS,4993,5
202,31200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
203,31300,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
204,31300,,SUBMISSION,STARFRUIT,SEASHELLS,4997,1
205,31300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4997,1
206,31400,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4996,4
207,31600,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,3
208,31700,,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
209,31800,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
210,32000,SUBMISSION,,STARFRUIT,SEASHELLS,4992,1
211,32100,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10000,4
212,32100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
213,32500,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
214,32700,,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
215,32700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
216,32800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9997,2
217,32800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4991,2
218,32800,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4991,2
219,32800,Vinnie,Ruby,AMETHYSTS,SEASHELLS,9996,2
220,33200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
221,33300,Remy,Adam,STARFRUIT,SEASHELLS,4995,1
222,33300,Valentina,Adam,STARFRUIT,SEASHELLS,4991,8
223,33500,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10000,3
224,33900,,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
225,33900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
226,34000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
227,34000,,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
228,34000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
229,34100,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,1
230,34900,SUBMISSION,,STARFRUIT,SEASHELLS,4992,1
231,35000,SUBMISSION,,STARFRUIT,SEASHELLS,4993,4
232,35000,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4993,4
233,35300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
234,35600,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
235,35800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4995,1
236,36200,Valentina,Rhianna,STARFRUIT,SEASHELLS,4994,3
237,36300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
238,36300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
239,36500,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
240,36500,Ruby,Valentina,AMETHYSTS,SEASHELLS,10005,3
241,36800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4996,1
242,37200,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4995,5
243,37200,Amelia,Valentina,STARFRUIT,SEASHELLS,4998,5
244,37400,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
245,37600,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
246,37900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
247,37900,Valentina,Ruby,AMETHYSTS,SEASHELLS,9995,3
248,38000,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4993,7
249,38000,Valentina,Amelia,STARFRUIT,SEASHELLS,4991,4
250,38400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
251,38500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4994,1
252,38500,Adam,Valentina,AMETHYSTS,SEASHELLS,10002,6
253,38800,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4994,4
254,38800,Vinnie,Rhianna,STARFRUIT,SEASHELLS,4993,1
255,38900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
256,38900,Valentina,Remy,STARFRUIT,SEASHELLS,4991,2
257,38900,Valentina,Remy,AMETHYSTS,SEASHELLS,9995,1
258,39100,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
259,39100,Ruby,Vladimir,AMETHYSTS,SEASHELLS,10002,4
260,39300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
261,39300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
262,39400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4995,1
263,39500,,SUBMISSION,STARFRUIT,SEASHELLS,4998,1
264,39500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4998,1
265,39800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,10
266,39800,Valentina,Rhianna,STARFRUIT,SEASHELLS,4993,4
267,40100,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4993,1
268,40200,,SUBMISSION,STARFRUIT,SEASHELLS,4997,5
269,40200,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4997,5
270,40300,Valentina,Rhianna,STARFRUIT,SEASHELLS,4994,2
271,40600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
272,40700,Rhianna,Valentina,STARFRUIT,SEASHELLS,4996,3
273,40900,Valentina,Rhianna,STARFRUIT,SEASHELLS,4992,3
274,41000,,SUBMISSION,STARFRUIT,SEASHELLS,4996,2
275,41100,,SUBMISSION,STARFRUIT,SEASHELLS,4995,9
276,41100,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
277,41100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
278,41100,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4995,7
279,41100,Adam,Valentina,STARFRUIT,SEASHELLS,4995,1
280,41500,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9999,1
281,41500,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,9999,2
282,41600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
283,41600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
284,42800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,10
285,42900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
286,42900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4992,1
287,43100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
288,43100,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4991,4
289,43100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4993,2
290,43100,Valentina,Amelia,STARFRUIT,SEASHELLS,4989,10
291,43400,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
292,43500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
293,43700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
294,43800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
295,43900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
296,43900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
297,43900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4994,2
298,44000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
299,44000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
300,44700,Remy,Valentina,STARFRUIT,SEASHELLS,4995,1
301,44800,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,1
302,45000,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
303,45000,SUBMISSION,,STARFRUIT,SEASHELLS,4989,1
304,45100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
305,45100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
306,45800,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,1
307,45800,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,8
308,45800,Valentina,Amelia,AMETHYSTS,SEASHELLS,9996,2
309,46200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10001,1
310,46300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
311,46300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
312,46800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9997,1
313,46800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
314,46800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,2
315,47200,Remy,Valentina,STARFRUIT,SEASHELLS,4992,1
316,47300,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4989,2
317,47400,SUBMISSION,,STARFRUIT,SEASHELLS,4988,1
318,47500,,SUBMISSION,STARFRUIT,SEASHELLS,4993,1
319,47600,,SUBMISSION,STARFRUIT,SEASHELLS,4992,8
320,47700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4989,1
321,48300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
322,48300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
323,48600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
324,48600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
325,48600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4992,1
326,48700,SUBMISSION,,STARFRUIT,SEASHELLS,4989,1
327,48900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
328,49300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
329,49300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4991,1
330,49400,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
331,49400,SUBMISSION,,STARFRUIT,SEASHELLS,4988,1
332,49700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
333,49700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4989,2
334,49900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
335,50000,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4987,5
336,50200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
337,50200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
338,50300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
339,50400,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
340,50400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,2
341,50900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,2
342,51000,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
343,51000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
344,51300,,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
345,51300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
346,51600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
347,51600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4989,1
348,51900,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,10
349,51900,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
350,52000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,2
351,52000,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,2
352,52100,,SUBMISSION,STARFRUIT,SEASHELLS,4990,2
353,52200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
354,52300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
355,52700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
356,52700,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
357,53000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
358,53200,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
359,53200,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
360,53300,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,2
361,53500,,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
362,53600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
363,53600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
364,53700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
365,53700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4989,2
366,53900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
367,54200,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
368,54300,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
